index,units_sold,discount,placement,end_of_aisle,public_holiday,sales,price,male_ratio,avg_income,avg_income_delta,avg_income_quartile,temperature,week_years,competing_brand_6pk_price,competing_brand_discount
2015/07/05,67,FALSE,top-shelf,FALSE,FALSE,1407,21,0.502955969,78698.40563,-1301.594367,2,31,27 - 2015,16.2,FALSE
2015/07/06,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.371088132,90404.19143,10404.19143,4,30,27 - 2015,16.2,FALSE
2015/07/07,53,FALSE,top-shelf,FALSE,FALSE,1113,21,0.44767458,77860.78367,-2139.216332,2,26,27 - 2015,16.2,FALSE
2015/07/08,23,FALSE,top-shelf,FALSE,FALSE,483,21,0.438873943,86477.28258,6477.282575,4,20,28 - 2015,14,TRUE
2015/07/09,22,FALSE,bottom-shelf,FALSE,FALSE,462,21,0.635923553,78457.02934,-1542.970659,2,20,28 - 2015,14,TRUE
2015/07/10,33,FALSE,bottom-shelf,FALSE,FALSE,693,21,0.526833345,82346.35639,2346.356389,3,20,28 - 2015,14,TRUE
2015/07/11,52,FALSE,bottom-shelf,FALSE,FALSE,1092,21,0.643827444,81884.1022,1884.102199,3,32,28 - 2015,14,TRUE
2015/07/12,53,FALSE,bottom-shelf,FALSE,FALSE,1113,21,0.598552514,88953.05229,8953.052293,4,35,28 - 2015,14,TRUE
2015/07/13,5,FALSE,bottom-shelf,FALSE,FALSE,105,21,0.539166547,72627.43077,-7372.56923,1,18,28 - 2015,14,TRUE
2015/07/14,21,FALSE,bottom-shelf,FALSE,FALSE,441,21,0.561537158,71214.43505,-8785.564952,1,26,28 - 2015,14,TRUE
2015/07/15,37,FALSE,bottom-shelf,FALSE,FALSE,777,21,0.534256397,83678.20783,3678.20783,3,20,29 - 2015,16.2,FALSE
2015/07/16,45,FALSE,top-shelf,FALSE,FALSE,945,21,0.393745393,99123.03941,19123.03941,4,27,29 - 2015,16.2,FALSE
2015/07/17,58,FALSE,top-shelf,FALSE,FALSE,1218,21,0.33438631,72916.45413,-7083.545871,1,33,29 - 2015,16.2,FALSE
2015/07/18,61,FALSE,top-shelf,FALSE,FALSE,1281,21,0.465720383,78028.46165,-1971.538354,2,26,29 - 2015,16.2,FALSE
2015/07/19,47,FALSE,top-shelf,FALSE,FALSE,987,21,0.357659749,77218.98292,-2781.017083,2,19,29 - 2015,16.2,FALSE
2015/07/20,57,FALSE,top-shelf,FALSE,FALSE,1197,21,0.355507339,77198.26413,-2801.735872,2,31,29 - 2015,16.2,FALSE
2015/07/21,47,FALSE,top-shelf,FALSE,FALSE,987,21,0.342156747,91113.32264,11113.32264,4,30,29 - 2015,16.2,FALSE
2015/07/22,69,FALSE,top-shelf,FALSE,FALSE,1449,21,0.344515708,80116.37017,116.3701652,3,34,30 - 2015,16.2,FALSE
2015/07/23,18,FALSE,bottom-shelf,FALSE,FALSE,378,21,0.463418023,96493.88638,16493.88638,4,19,30 - 2015,16.2,FALSE
2015/07/24,42,FALSE,bottom-shelf,FALSE,FALSE,882,21,0.516026641,73922.92541,-6077.074586,1,27,30 - 2015,16.2,FALSE
2015/07/25,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.556423702,75482.72093,-4517.279071,2,28,30 - 2015,16.2,FALSE
2015/07/26,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.631497141,79340.1922,-659.8077956,2,24,30 - 2015,16.2,FALSE
2015/07/27,50,FALSE,bottom-shelf,FALSE,FALSE,1050,21,0.551745206,65423.47039,-14576.52961,1,35,30 - 2015,16.2,FALSE
2015/07/28,38,FALSE,bottom-shelf,FALSE,FALSE,798,21,0.626687764,81737.88555,1737.885546,3,23,30 - 2015,16.2,FALSE
2015/07/29,54,FALSE,bottom-shelf,FALSE,FALSE,1134,21,0.48865096,84608.90368,4608.903678,3,34,31 - 2015,16.2,FALSE
2015/07/30,29,FALSE,bottom-shelf,FALSE,FALSE,609,21,0.545523923,79072.30339,-927.6966064,2,20,31 - 2015,16.2,FALSE
2015/07/31,32,FALSE,bottom-shelf,FALSE,FALSE,672,21,0.277027216,85004.86339,5004.863392,4,22,31 - 2015,16.2,FALSE
2015/08/01,51,FALSE,bottom-shelf,FALSE,FALSE,1071,21,0.414891333,84342.79962,4342.799621,3,30,31 - 2015,16.2,FALSE
2015/08/02,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.619097392,76000.25368,-3999.746321,2,29,31 - 2015,16.2,FALSE
2015/08/03,26,FALSE,bottom-shelf,FALSE,FALSE,546,21,0.341944115,87932.66354,7932.663541,4,24,31 - 2015,16.2,FALSE
2015/08/04,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.672200289,72835.45005,-7164.549946,1,33,31 - 2015,16.2,FALSE
2015/08/05,46,FALSE,bottom-shelf,FALSE,FALSE,966,21,0.378129616,75979.43916,-4020.560836,2,33,32 - 2015,16.2,FALSE
2015/08/06,33,FALSE,bottom-shelf,FALSE,FALSE,693,21,0.57093299,87600.52253,7600.522534,4,31,32 - 2015,16.2,FALSE
2015/08/07,25,FALSE,bottom-shelf,FALSE,FALSE,525,21,0.462141546,74335.62479,-5664.37521,1,20,32 - 2015,16.2,FALSE
2015/08/08,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.481862928,84103.51631,4103.516313,3,29,32 - 2015,16.2,FALSE
2015/08/09,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.558122077,68504.82263,-11495.17737,1,32,32 - 2015,16.2,FALSE
2015/08/10,38,FALSE,bottom-shelf,FALSE,FALSE,798,21,0.528928688,79991.74067,-8.259325489,2,28,32 - 2015,16.2,FALSE
2015/08/11,50,FALSE,bottom-shelf,FALSE,FALSE,1050,21,0.289418707,75177.4533,-4822.546703,2,34,32 - 2015,16.2,FALSE
2015/08/12,18,FALSE,bottom-shelf,FALSE,FALSE,378,21,0.557867343,71783.47019,-8216.529811,1,19,33 - 2015,16.2,FALSE
2015/08/13,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.481306237,91342.6919,11342.6919,4,30,33 - 2015,16.2,FALSE
2015/08/14,63,FALSE,top-shelf,FALSE,FALSE,1323,21,0.384564542,93983.04943,13983.04943,4,33,33 - 2015,16.2,FALSE
2015/08/15,67,FALSE,top-shelf,FALSE,FALSE,1407,21,0.550057444,78025.41228,-1974.587724,2,30,33 - 2015,16.2,FALSE
2015/08/16,78,FALSE,top-shelf,FALSE,FALSE,1638,21,0.181108022,76204.65095,-3795.349054,2,34,33 - 2015,16.2,FALSE
2015/08/17,45,FALSE,top-shelf,FALSE,FALSE,945,21,0.553093154,80513.26965,513.2696524,3,19,33 - 2015,16.2,FALSE
2015/08/18,41,FALSE,top-shelf,FALSE,FALSE,861,21,0.554723735,91551.12429,11551.12429,4,22,33 - 2015,16.2,FALSE
2015/08/19,40,FALSE,top-shelf,FALSE,FALSE,840,21,0.474596093,84888.8347,4888.8347,3,18,34 - 2015,16.2,FALSE
2015/08/20,50,FALSE,bottom-shelf,FALSE,FALSE,1050,21,0.592255816,70857.22593,-9142.774072,1,35,34 - 2015,16.2,FALSE
2015/08/21,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.467207577,67001.70366,-12998.29634,1,28,34 - 2015,16.2,FALSE
2015/08/22,55,FALSE,bottom-shelf,FALSE,FALSE,1155,21,0.284896437,75145.15839,-4854.841612,2,33,34 - 2015,16.2,FALSE
2015/08/23,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.613297713,66538.87894,-13461.12106,1,31,34 - 2015,16.2,FALSE
2015/08/24,28,FALSE,bottom-shelf,FALSE,FALSE,588,21,0.473928963,87931.49072,7931.490721,4,27,34 - 2015,16.2,FALSE
2015/08/25,39,FALSE,bottom-shelf,FALSE,FALSE,819,21,0.607477113,74230.02589,-5769.974106,1,33,34 - 2015,16.2,FALSE
2015/08/26,39,FALSE,bottom-shelf,FALSE,FALSE,819,21,0.583955404,88153.78398,8153.783977,4,33,35 - 2015,16.2,FALSE
2015/08/27,40,FALSE,mid-shelf,FALSE,FALSE,840,21,0.543655269,74388.73659,-5611.263414,1,27,35 - 2015,16.2,FALSE
2015/08/28,43,FALSE,mid-shelf,FALSE,FALSE,903,21,0.265499081,73612.94023,-6387.059767,1,22,35 - 2015,16.2,FALSE
2015/08/29,46,FALSE,mid-shelf,FALSE,FALSE,966,21,0.476499936,95958.89889,15958.89889,4,23,35 - 2015,16.2,FALSE
2015/08/30,40,FALSE,mid-shelf,FALSE,FALSE,840,21,0.40459212,91399.70656,11399.70656,4,20,35 - 2015,16.2,FALSE
2015/08/31,37,FALSE,mid-shelf,FALSE,FALSE,777,21,0.694573096,85502.14349,5502.143486,4,22,35 - 2015,16.2,FALSE
2015/09/01,50,FALSE,mid-shelf,FALSE,FALSE,1050,21,0.538488182,84581.4038,4581.403798,3,25,35 - 2015,16.2,FALSE
2015/09/02,47,FALSE,mid-shelf,FALSE,FALSE,987,21,0.499346158,73918.63123,-6081.368767,1,32,36 - 2015,16.2,FALSE
2015/09/03,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.461773066,80879.85393,879.8539279,3,25,36 - 2015,16.2,FALSE
2015/09/04,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.647897046,75588.25143,-4411.748575,2,22,36 - 2015,16.2,FALSE
2015/09/05,42,FALSE,bottom-shelf,FALSE,FALSE,882,21,0.516165924,77243.32434,-2756.675659,2,22,36 - 2015,16.2,FALSE
2015/09/06,43,FALSE,bottom-shelf,FALSE,FALSE,903,21,0.292317237,66212.49458,-13787.50542,1,31,36 - 2015,16.2,FALSE
2015/09/07,32,FALSE,bottom-shelf,FALSE,FALSE,672,21,0.447004157,87558.52675,7558.52675,4,23,36 - 2015,16.2,FALSE
2015/09/08,24,FALSE,bottom-shelf,FALSE,FALSE,504,21,0.60711922,92892.35908,12892.35908,4,19,36 - 2015,16.2,FALSE
2015/09/09,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.418908664,89406.98005,9406.980052,4,33,37 - 2015,16.2,FALSE
2015/09/10,71,FALSE,top-shelf,FALSE,FALSE,1491,21,0.671423712,81851.49467,1851.494666,3,34,37 - 2015,16.2,FALSE
2015/09/11,51,FALSE,top-shelf,FALSE,FALSE,1071,21,0.547295321,89817.28151,9817.281507,4,25,37 - 2015,16.2,FALSE
2015/09/12,67,FALSE,top-shelf,FALSE,FALSE,1407,21,0.571082866,82996.98355,2996.983548,3,27,37 - 2015,16.2,FALSE
2015/09/13,50,FALSE,top-shelf,FALSE,FALSE,1050,21,0.572899322,74130.03146,-5869.968535,1,24,37 - 2015,16.2,FALSE
2015/09/14,37,FALSE,top-shelf,FALSE,FALSE,777,21,0.532229513,89759.24178,9759.241778,4,20,37 - 2015,16.2,FALSE
2015/09/15,44,FALSE,top-shelf,FALSE,FALSE,924,21,0.578371477,88321.38817,8321.388169,4,25,37 - 2015,16.2,FALSE
2015/09/16,60,FALSE,top-shelf,FALSE,FALSE,1260,21,0.439033253,78768.75128,-1231.248722,2,32,38 - 2015,16.2,FALSE
2015/09/17,47,TRUE,bottom-shelf,TRUE,FALSE,888.3,18.9,0.764044076,81486.98517,1486.985171,3,18,38 - 2015,16.2,FALSE
2015/09/18,57,TRUE,bottom-shelf,TRUE,FALSE,1077.3,18.9,0.406772563,79130.5534,-869.4466046,2,20,38 - 2015,16.2,FALSE
2015/09/19,48,TRUE,bottom-shelf,TRUE,FALSE,907.2,18.9,0.497031494,89097.99624,9097.996244,4,19,38 - 2015,16.2,FALSE
2015/09/20,89,TRUE,bottom-shelf,TRUE,FALSE,1682.1,18.9,0.426571483,79537.06342,-462.9365768,2,35,38 - 2015,16.2,FALSE
2015/09/21,53,TRUE,bottom-shelf,TRUE,FALSE,1001.7,18.9,0.494015595,88463.5385,8463.538497,4,30,38 - 2015,16.2,FALSE
2015/09/22,58,TRUE,bottom-shelf,TRUE,FALSE,1096.2,18.9,0.590816451,80115.57951,115.5795124,2,25,38 - 2015,16.2,FALSE
2015/09/23,50,TRUE,bottom-shelf,TRUE,FALSE,945,18.9,0.633393968,94545.5909,14545.5909,4,25,39 - 2015,16.2,FALSE
2015/09/24,32,FALSE,bottom-shelf,FALSE,FALSE,672,21,0.593552822,72999.60535,-7000.394646,1,24,39 - 2015,16.2,FALSE
2015/09/25,46,FALSE,bottom-shelf,FALSE,FALSE,966,21,0.732356948,69724.48359,-10275.51641,1,26,39 - 2015,16.2,FALSE
2015/09/26,32,FALSE,bottom-shelf,FALSE,FALSE,672,21,0.468358473,71415.6715,-8584.328504,1,19,39 - 2015,16.2,FALSE
2015/09/27,38,FALSE,bottom-shelf,FALSE,FALSE,798,21,0.426506794,80715.92374,715.9237422,3,19,39 - 2015,16.2,FALSE
2015/09/28,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.57323442,88046.7298,8046.729804,4,32,39 - 2015,16.2,FALSE
2015/09/29,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.500460756,83970.07878,3970.078781,3,27,39 - 2015,16.2,FALSE
2015/09/30,28,FALSE,bottom-shelf,FALSE,FALSE,588,21,0.424900028,95770.65161,15770.65161,4,21,40 - 2015,16.2,FALSE
2015/10/01,55,FALSE,mid-shelf,FALSE,FALSE,1155,21,0.619860436,82053.09007,2053.090068,3,31,40 - 2015,16.2,FALSE
2015/10/02,71,FALSE,mid-shelf,FALSE,FALSE,1491,21,0.534664077,77854.60321,-2145.396792,2,34,40 - 2015,16.2,FALSE
2015/10/03,53,FALSE,mid-shelf,FALSE,FALSE,1113,21,0.559049352,83213.59281,3213.592813,3,20,40 - 2015,16.2,FALSE
2015/10/04,35,FALSE,mid-shelf,FALSE,FALSE,735,21,0.599401288,71494.9861,-8505.013904,1,19,40 - 2015,16.2,FALSE
2015/10/05,53,FALSE,mid-shelf,FALSE,TRUE,1113,21,0.557362381,71797.59713,-8202.402867,1,29,40 - 2015,16.2,FALSE
2015/10/06,33,FALSE,mid-shelf,FALSE,FALSE,693,21,0.345461504,91447.9574,11447.9574,4,21,40 - 2015,16.2,FALSE
2015/10/07,61,FALSE,mid-shelf,FALSE,FALSE,1281,21,0.561719462,83318.15417,3318.154173,3,33,41 - 2015,16.2,FALSE
2015/10/08,36,FALSE,mid-shelf,FALSE,FALSE,756,21,0.593738377,91935.88604,11935.88604,4,22,41 - 2015,16.2,FALSE
2015/10/09,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.622252008,90499.21655,10499.21655,4,23,41 - 2015,16.2,FALSE
2015/10/10,46,FALSE,mid-shelf,FALSE,FALSE,966,21,0.333019033,91157.17948,11157.17948,4,23,41 - 2015,16.2,FALSE
2015/10/11,46,FALSE,mid-shelf,FALSE,FALSE,966,21,0.469187958,80778.54938,778.5493802,3,18,41 - 2015,16.2,FALSE
2015/10/12,31,FALSE,mid-shelf,FALSE,FALSE,651,21,0.369433793,66425.92721,-13574.07279,1,20,41 - 2015,16.2,FALSE
2015/10/13,33,FALSE,mid-shelf,FALSE,FALSE,693,21,0.287075311,81231.17481,1231.174812,3,18,41 - 2015,16.2,FALSE
2015/10/14,50,FALSE,mid-shelf,FALSE,FALSE,1050,21,0.459336169,80733.58622,733.5862239,3,27,42 - 2015,16.2,FALSE
2015/10/15,45,FALSE,top-shelf,FALSE,FALSE,945,21,0.461103686,76430.94875,-3569.051249,2,20,42 - 2015,16.2,FALSE
2015/10/16,52,FALSE,top-shelf,FALSE,FALSE,1092,21,0.503085117,98055.11558,18055.11558,4,28,42 - 2015,16.2,FALSE
2015/10/17,62,FALSE,top-shelf,FALSE,FALSE,1302,21,0.382358492,72714.393,-7285.607,1,32,42 - 2015,16.2,FALSE
2015/10/18,64,FALSE,top-shelf,FALSE,FALSE,1344,21,0.43183049,81698.08246,1698.082458,3,27,42 - 2015,16.2,FALSE
2015/10/19,40,FALSE,top-shelf,FALSE,FALSE,840,21,0.536872513,84163.38186,4163.38186,3,18,42 - 2015,16.2,FALSE
2015/10/20,49,FALSE,top-shelf,FALSE,FALSE,1029,21,0.455061442,66991.11809,-13008.88191,1,31,42 - 2015,16.2,FALSE
2015/10/21,49,FALSE,top-shelf,FALSE,FALSE,1029,21,0.592312236,92482.02891,12482.02891,4,31,43 - 2015,16.2,FALSE
2015/10/22,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.467074326,71931.67556,-8068.324439,1,33,43 - 2015,16.2,FALSE
2015/10/23,42,FALSE,bottom-shelf,FALSE,FALSE,882,21,0.488580843,59999.89658,-20000.10342,1,28,43 - 2015,16.2,FALSE
2015/10/24,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.447587544,82811.0215,2811.021496,3,21,43 - 2015,16.2,FALSE
2015/10/25,62,FALSE,bottom-shelf,FALSE,FALSE,1302,21,0.606926299,75563.66225,-4436.337751,2,33,43 - 2015,16.2,FALSE
2015/10/26,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.54625816,84622.61504,4622.615037,3,26,43 - 2015,16.2,FALSE
2015/10/27,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.561347817,75187.04556,-4812.95444,2,24,43 - 2015,16.2,FALSE
2015/10/28,26,FALSE,bottom-shelf,FALSE,FALSE,546,21,0.489458801,72196.04108,-7803.958922,1,20,44 - 2015,16.2,FALSE
2015/10/29,54,FALSE,top-shelf,FALSE,FALSE,1134,21,0.509043749,82869.97812,2869.978121,3,24,44 - 2015,16.2,FALSE
2015/10/30,70,FALSE,top-shelf,FALSE,FALSE,1470,21,0.60812376,77625.73096,-2374.269039,2,33,44 - 2015,16.2,FALSE
2015/10/31,57,FALSE,top-shelf,FALSE,FALSE,1197,21,0.590104176,86155.48147,6155.481465,4,31,44 - 2015,16.2,FALSE
2015/11/01,64,FALSE,top-shelf,FALSE,FALSE,1344,21,0.598354869,74223.95569,-5776.044315,1,30,44 - 2015,16.2,FALSE
2015/11/02,69,FALSE,top-shelf,FALSE,FALSE,1449,21,0.646095166,72073.53327,-7926.466727,1,34,44 - 2015,16.2,FALSE
2015/11/03,65,FALSE,top-shelf,FALSE,FALSE,1365,21,0.463645142,82094.94039,2094.94039,3,28,44 - 2015,16.2,FALSE
2015/11/04,67,FALSE,top-shelf,FALSE,FALSE,1407,21,0.354535007,70829.23348,-9170.766524,1,34,45 - 2015,16.2,FALSE
2015/11/05,37,FALSE,top-shelf,FALSE,FALSE,777,21,0.546429197,63219.94549,-16780.05451,1,18,45 - 2015,16.2,FALSE
2015/11/06,55,FALSE,top-shelf,FALSE,FALSE,1155,21,0.539582134,86650.80376,6650.80376,4,21,45 - 2015,16.2,FALSE
2015/11/07,56,FALSE,top-shelf,FALSE,FALSE,1176,21,0.516277512,80001.84347,1.843465976,2,19,45 - 2015,16.2,FALSE
2015/11/08,62,FALSE,top-shelf,FALSE,FALSE,1302,21,0.4796828,74566.16107,-5433.838931,1,26,45 - 2015,16.2,FALSE
2015/11/09,62,FALSE,top-shelf,FALSE,FALSE,1302,21,0.631891732,86422.99597,6422.995967,4,33,45 - 2015,16.2,FALSE
2015/11/10,57,FALSE,top-shelf,FALSE,FALSE,1197,21,0.601417852,83519.50052,3519.500525,3,20,45 - 2015,16.2,FALSE
2015/11/11,46,FALSE,top-shelf,FALSE,FALSE,966,21,0.432698101,90177.3207,10177.3207,4,21,46 - 2015,16.2,FALSE
2015/11/12,65,FALSE,bottom-shelf,FALSE,FALSE,1365,21,0.330475546,81571.96711,1571.967109,3,34,46 - 2015,16.2,FALSE
2015/11/13,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.397838476,65958.6993,-14041.3007,1,23,46 - 2015,16.2,FALSE
2015/11/14,58,FALSE,bottom-shelf,FALSE,FALSE,1218,21,0.528342291,72672.6552,-7327.344798,1,30,46 - 2015,16.2,FALSE
2015/11/15,62,FALSE,bottom-shelf,FALSE,FALSE,1302,21,0.351165333,80949.53402,949.5340245,3,28,46 - 2015,16.2,FALSE
2015/11/16,42,FALSE,bottom-shelf,FALSE,FALSE,882,21,0.560560032,75470.89633,-4529.103671,2,20,46 - 2015,16.2,FALSE
2015/11/17,63,FALSE,bottom-shelf,FALSE,FALSE,1323,21,0.545828447,82209.66576,2209.665759,3,33,46 - 2015,16.2,FALSE
2015/11/18,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.438736194,70542.19327,-9457.806731,1,24,47 - 2015,16.2,FALSE
2015/11/19,36,FALSE,bottom-shelf,FALSE,FALSE,756,21,0.465509614,74057.51186,-5942.488139,1,24,47 - 2015,16.2,FALSE
2015/11/20,46,FALSE,bottom-shelf,FALSE,FALSE,966,21,0.681909525,74797.43234,-5202.567658,1,27,47 - 2015,16.2,FALSE
2015/11/21,52,FALSE,bottom-shelf,FALSE,FALSE,1092,21,0.464674432,79067.3562,-932.6437995,2,26,47 - 2015,16.2,FALSE
2015/11/22,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.382201659,65147.31593,-14852.68407,1,23,47 - 2015,16.2,FALSE
2015/11/23,50,FALSE,bottom-shelf,FALSE,FALSE,1050,21,0.440083175,84716.83342,4716.833419,3,28,47 - 2015,16.2,FALSE
2015/11/24,29,FALSE,bottom-shelf,FALSE,FALSE,609,21,0.447768903,77150.05856,-2849.941444,2,18,47 - 2015,16.2,FALSE
2015/11/25,47,FALSE,bottom-shelf,FALSE,FALSE,987,21,0.47460993,75921.80857,-4078.191429,2,31,48 - 2015,16.2,FALSE
2015/11/26,50,FALSE,top-shelf,FALSE,FALSE,1050,21,0.520336044,94376.9118,14376.9118,4,25,48 - 2015,16.2,FALSE
2015/11/27,44,FALSE,top-shelf,FALSE,FALSE,924,21,0.347983068,69927.91737,-10072.08263,1,18,48 - 2015,16.2,FALSE
2015/11/28,77,FALSE,top-shelf,FALSE,FALSE,1617,21,0.549553613,84112.15737,4112.157374,3,28,48 - 2015,16.2,FALSE
2015/11/29,61,FALSE,top-shelf,FALSE,FALSE,1281,21,0.532437012,76853.1974,-3146.802599,2,20,48 - 2015,16.2,FALSE
2015/11/30,54,FALSE,top-shelf,FALSE,FALSE,1134,21,0.494712452,74678.2855,-5321.714504,1,24,48 - 2015,16.2,FALSE
2015/12/01,69,FALSE,top-shelf,FALSE,FALSE,1449,21,0.641018853,84018.08817,4018.088172,3,30,48 - 2015,16.2,FALSE
2015/12/02,62,FALSE,top-shelf,FALSE,FALSE,1302,21,0.607173111,79342.67935,-657.3206545,2,26,49 - 2015,16.2,FALSE
2015/12/03,28,FALSE,bottom-shelf,FALSE,FALSE,588,21,0.409032063,68542.94737,-11457.05263,1,20,49 - 2015,16.2,FALSE
2015/12/04,57,FALSE,bottom-shelf,FALSE,FALSE,1197,21,0.576861302,66172.78334,-13827.21666,1,34,49 - 2015,16.2,FALSE
2015/12/05,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.643927822,73207.84803,-6792.151971,1,23,49 - 2015,16.2,FALSE
2015/12/06,52,FALSE,bottom-shelf,FALSE,FALSE,1092,21,0.544962969,81530.89046,1530.890459,3,22,49 - 2015,16.2,FALSE
2015/12/07,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.593548971,78766.20507,-1233.794935,2,30,49 - 2015,16.2,FALSE
2015/12/08,38,FALSE,bottom-shelf,FALSE,FALSE,798,21,0.456158241,84348.87208,4348.872077,3,20,49 - 2015,16.2,FALSE
2015/12/09,37,FALSE,bottom-shelf,FALSE,FALSE,777,21,0.702918479,90874.56201,10874.56201,4,26,50 - 2015,16.2,FALSE
2015/12/10,42,FALSE,top-shelf,FALSE,FALSE,882,21,0.535956833,89248.1489,9248.148901,4,19,50 - 2015,16.2,FALSE
2015/12/11,59,FALSE,top-shelf,FALSE,FALSE,1239,21,0.517502536,99504.1384,19504.1384,4,21,50 - 2015,16.2,FALSE
2015/12/12,76,FALSE,top-shelf,FALSE,FALSE,1596,21,0.479297642,78006.20367,-1993.796325,2,32,50 - 2015,16.2,FALSE
2015/12/13,59,FALSE,top-shelf,FALSE,FALSE,1239,21,0.530057645,66248.37319,-13751.62681,1,29,50 - 2015,16.2,FALSE
2015/12/14,46,FALSE,top-shelf,FALSE,FALSE,966,21,0.488752022,72422.40301,-7577.596994,1,21,50 - 2015,16.2,FALSE
2015/12/15,59,FALSE,top-shelf,FALSE,FALSE,1239,21,0.236618302,76966.39767,-3033.602332,2,29,50 - 2015,16.2,FALSE
2015/12/16,44,FALSE,top-shelf,FALSE,FALSE,924,21,0.624893087,70370.61047,-9629.389529,1,31,51 - 2015,14,TRUE
2015/12/17,28,FALSE,mid-shelf,FALSE,FALSE,588,21,0.621430331,87546.36007,7546.360065,4,20,51 - 2015,14,TRUE
2015/12/18,58,FALSE,mid-shelf,FALSE,FALSE,1218,21,0.429684708,82957.7553,2957.7553,3,30,51 - 2015,14,TRUE
2015/12/19,50,FALSE,mid-shelf,FALSE,FALSE,1050,21,0.528033203,66833.42005,-13166.57995,1,30,51 - 2015,14,TRUE
2015/12/20,52,FALSE,mid-shelf,FALSE,FALSE,1092,21,0.624995011,81015.30722,1015.307217,3,27,51 - 2015,14,TRUE
2015/12/21,34,FALSE,mid-shelf,FALSE,FALSE,714,21,0.444014864,67445.22784,-12554.77216,1,27,51 - 2015,14,TRUE
2015/12/22,43,FALSE,mid-shelf,FALSE,FALSE,903,21,0.500098007,89341.17018,9341.17018,4,33,51 - 2015,14,TRUE
2015/12/23,42,FALSE,mid-shelf,FALSE,FALSE,882,21,0.655081022,77662.73199,-2337.268009,2,26,52 - 2015,14,TRUE
2015/12/24,25,FALSE,bottom-shelf,FALSE,FALSE,525,21,0.383346916,73744.79398,-6255.206021,1,23,52 - 2015,14,TRUE
2015/12/25,-22,FALSE,bottom-shelf,FALSE,TRUE,-462,21,0.369758321,73714.69313,-6285.306869,1,18,52 - 2015,14,TRUE
2015/12/26,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.650140078,81112.47008,1112.470079,3,28,52 - 2015,14,TRUE
2015/12/27,57,FALSE,bottom-shelf,FALSE,FALSE,1197,21,0.526182141,79620.57391,-379.4260904,2,34,52 - 2015,14,TRUE
2015/12/28,47,FALSE,bottom-shelf,FALSE,TRUE,987,21,0.405581862,86723.73845,6723.738449,4,32,52 - 2015,14,TRUE
2015/12/29,37,FALSE,bottom-shelf,FALSE,FALSE,777,21,0.54353407,83371.84618,3371.846177,3,23,52 - 2015,14,TRUE
2015/12/30,51,FALSE,bottom-shelf,FALSE,FALSE,1071,21,0.569949892,76556.96697,-3443.033026,2,34,53 - 2015,14,TRUE
2015/12/31,17,FALSE,bottom-shelf,FALSE,FALSE,357,21,0.575915649,86967.59203,6967.592031,4,20,53 - 2015,14,TRUE
2016/01/01,70,FALSE,top-shelf,FALSE,FALSE,1470,21,0.565486245,82733.09957,2733.099569,3,24,2018/01/16,16.2,FALSE
2016/01/02,82,FALSE,top-shelf,FALSE,FALSE,1722,21,0.492855823,84093.65895,4093.658949,3,32,2018/01/16,16.2,FALSE
2016/01/03,73,FALSE,top-shelf,FALSE,FALSE,1533,21,0.519375004,85556.241,5556.241004,4,34,2018/01/16,16.2,FALSE
2016/01/04,55,FALSE,top-shelf,FALSE,FALSE,1155,21,0.596416087,76978.48489,-3021.515108,2,20,2018/01/16,16.2,FALSE
2016/01/05,86,FALSE,top-shelf,FALSE,FALSE,1806,21,0.439560434,83223.60796,3223.607965,3,35,2018/01/16,16.2,FALSE
2016/01/06,64,FALSE,top-shelf,FALSE,FALSE,1344,21,0.566243699,75972.2566,-4027.743403,2,30,2018/01/16,16.2,FALSE
2016/01/07,63,FALSE,top-shelf,FALSE,FALSE,1323,21,0.410393016,78154.60593,-1845.39407,2,28,2018/02/16,16.2,FALSE
